cik,symbol,sector,sub_industry,date,year,accession,primary_doc,path
0000764180,MO,Consumer Staples,Tobacco,2022-02-25,2022,0000764180-22-000019,mo-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000764180\000076418022000019\mo-20211231.htm
0000764180,MO,Consumer Staples,Tobacco,2021-02-26,2021,0000764180-21-000037,mo-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000764180\000076418021000037\mo-20201231.htm
0001018724,AMZN,Consumer Discretionary,Broadline Retail,2026-02-06,2026,0001018724-26-000004,amzn-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001018724\000101872426000004\amzn-20251231.htm
0001018724,AMZN,Consumer Discretionary,Broadline Retail,2025-02-07,2025,0001018724-25-000004,amzn-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001018724\000101872425000004\amzn-20241231.htm
0001018724,AMZN,Consumer Discretionary,Broadline Retail,2024-02-02,2024,0001018724-24-000008,amzn-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001018724\000101872424000008\amzn-20231231.htm
0001018724,AMZN,Consumer Discretionary,Broadline Retail,2023-02-03,2023,0001018724-23-000004,amzn-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001018724\000101872423000004\amzn-20221231.htm
0001018724,AMZN,Consumer Discretionary,Broadline Retail,2022-02-04,2022,0001018724-22-000005,amzn-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001018724\000101872422000005\amzn-20211231.htm
0001018724,AMZN,Consumer Discretionary,Broadline Retail,2021-02-03,2021,0001018724-21-000004,amzn-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001018724\000101872421000004\amzn-20201231.htm
0001748790,AMCR,Materials,Paper & Plastic Packaging Products & Materials,2025-08-15,2025,0001748790-25-000023,amcr-20250630.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001748790\000174879025000023\amcr-20250630.htm
0001748790,AMCR,Materials,Paper & Plastic Packaging Products & Materials,2024-08-16,2024,0001748790-24-000022,amcr-20240630.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001748790\000174879024000022\amcr-20240630.htm
0001748790,AMCR,Materials,Paper & Plastic Packaging Products & Materials,2023-08-17,2023,0001748790-23-000030,amcr-20230630.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001748790\000174879023000030\amcr-20230630.htm
0001748790,AMCR,Materials,Paper & Plastic Packaging Products & Materials,2022-08-18,2022,0001748790-22-000024,amcr-20220630.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001748790\000174879022000024\amcr-20220630.htm
0001748790,AMCR,Materials,Paper & Plastic Packaging Products & Materials,2021-08-24,2021,0001748790-21-000031,amcr-20210630.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001748790\000174879021000031\amcr-20210630.htm
0001748790,AMCR,Materials,Paper & Plastic Packaging Products & Materials,2020-08-27,2020,0001748790-20-000025,amcr-20200630.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001748790\000174879020000025\amcr-20200630.htm
0001002910,AEE,Utilities,Multi-Utilities,2026-02-18,2026,0001002910-26-000009,aee-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001002910\000100291026000009\aee-20251231.htm
0001002910,AEE,Utilities,Multi-Utilities,2025-02-18,2025,0001002910-25-000055,aee-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001002910\000100291025000055\aee-20241231.htm
0001002910,AEE,Utilities,Multi-Utilities,2024-02-29,2024,0001002910-24-000056,aee-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001002910\000100291024000056\aee-20231231.htm
0001002910,AEE,Utilities,Multi-Utilities,2023-02-22,2023,0001002910-23-000053,aee-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001002910\000100291023000053\aee-20221231.htm
0001002910,AEE,Utilities,Multi-Utilities,2022-02-23,2022,0001002910-22-000038,aee-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001002910\000100291022000038\aee-20211231.htm
0001002910,AEE,Utilities,Multi-Utilities,2021-02-22,2021,0001002910-21-000065,aee-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001002910\000100291021000065\aee-20201231.htm
0000004904,AEP,Utilities,Electric Utilities,2026-02-12,2026,0000004904-26-000013,aep-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000004904\000000490426000013\aep-20251231.htm
0000004904,AEP,Utilities,Electric Utilities,2025-02-13,2025,0000004904-25-000027,aep-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000004904\000000490425000027\aep-20241231.htm
0000004904,AEP,Utilities,Electric Utilities,2024-02-26,2024,0000004904-24-000020,aep-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000004904\000000490424000020\aep-20231231.htm
0000004904,AEP,Utilities,Electric Utilities,2023-02-23,2023,0000004904-23-000011,aep-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000004904\000000490423000011\aep-20221231.htm
0000004904,AEP,Utilities,Electric Utilities,2022-02-24,2022,0000004904-22-000024,aep-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000004904\000000490422000024\aep-20211231.htm
0000004904,AEP,Utilities,Electric Utilities,2021-02-25,2021,0000004904-21-000010,aep-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000004904\000000490421000010\aep-20201231.htm
0000004962,AXP,Financials,Consumer Finance,2026-02-06,2026,0000004962-26-000080,axp-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000004962\000000496226000080\axp-20251231.htm
0000004962,AXP,Financials,Consumer Finance,2025-02-07,2025,0000004962-25-000016,axp-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000004962\000000496225000016\axp-20241231.htm
0000004962,AXP,Financials,Consumer Finance,2024-02-09,2024,0000004962-24-000013,axp-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000004962\000000496224000013\axp-20231231.htm
0000004962,AXP,Financials,Consumer Finance,2023-02-10,2023,0000004962-23-000006,axp-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000004962\000000496223000006\axp-20221231.htm
0000004962,AXP,Financials,Consumer Finance,2022-02-11,2022,0000004962-22-000008,axp-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000004962\000000496222000008\axp-20211231.htm
0000004962,AXP,Financials,Consumer Finance,2021-02-12,2021,0000004962-21-000013,axp-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000004962\000000496221000013\axp-20201231.htm
0000005272,AIG,Financials,Multi-line Insurance,2026-02-12,2026,0000005272-26-000023,aig-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000005272\000000527226000023\aig-20251231.htm
0000005272,AIG,Financials,Multi-line Insurance,2025-02-13,2025,0000005272-25-000012,aig-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000005272\000000527225000012\aig-20241231.htm
0000005272,AIG,Financials,Multi-line Insurance,2024-02-14,2024,0000005272-24-000023,aig-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000005272\000000527224000023\aig-20231231.htm
0000005272,AIG,Financials,Multi-line Insurance,2023-02-17,2023,0000005272-23-000007,aig-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000005272\000000527223000007\aig-20221231.htm
0000005272,AIG,Financials,Multi-line Insurance,2022-02-17,2022,0001104659-22-024701,aig-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000005272\000110465922024701\aig-20211231.htm
0000005272,AIG,Financials,Multi-line Insurance,2021-02-19,2021,0001104659-21-025742,aig-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000005272\000110465921025742\aig-20201231.htm
0001053507,AMT,Real Estate,Telecom Tower REITs,2026-02-24,2026,0001053507-26-000035,amt-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001053507\000105350726000035\amt-20251231.htm
0001053507,AMT,Real Estate,Telecom Tower REITs,2025-02-25,2025,0001053507-25-000025,amt-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001053507\000105350725000025\amt-20241231.htm
0001053507,AMT,Real Estate,Telecom Tower REITs,2024-02-27,2024,0001053507-24-000011,amt-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001053507\000105350724000011\amt-20231231.htm
0001053507,AMT,Real Estate,Telecom Tower REITs,2023-02-23,2023,0001053507-23-000023,amt-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001053507\000105350723000023\amt-20221231.htm
0001053507,AMT,Real Estate,Telecom Tower REITs,2022-02-25,2022,0001053507-22-000017,amt-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001053507\000105350722000017\amt-20211231.htm
0001053507,AMT,Real Estate,Telecom Tower REITs,2021-02-25,2021,0001053507-21-000026,amt-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001053507\000105350721000026\amt-20201231.htm
0001410636,AWK,Utilities,Water Utilities,2026-02-18,2026,0001410636-26-000034,awk-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001410636\000141063626000034\awk-20251231.htm
0001410636,AWK,Utilities,Water Utilities,2025-02-19,2025,0001410636-25-000022,awk-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001410636\000141063625000022\awk-20241231.htm
0001410636,AWK,Utilities,Water Utilities,2024-02-14,2024,0001410636-24-000050,awk-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001410636\000141063624000050\awk-20231231.htm
0001410636,AWK,Utilities,Water Utilities,2023-02-15,2023,0001410636-23-000020,awk-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001410636\000141063623000020\awk-20221231.htm
0001410636,AWK,Utilities,Water Utilities,2022-02-16,2022,0001410636-22-000048,awk-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001410636\000141063622000048\awk-20211231.htm
0001410636,AWK,Utilities,Water Utilities,2021-02-24,2021,0001410636-21-000101,awk-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001410636\000141063621000101\awk-20201231.htm
0000820027,AMP,Financials,Asset Management & Custody Banks,2026-02-19,2026,0000820027-26-000011,amp-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000820027\000082002726000011\amp-20251231.htm
0000820027,AMP,Financials,Asset Management & Custody Banks,2025-02-20,2025,0000820027-25-000013,amp-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000820027\000082002725000013\amp-20241231.htm
0000820027,AMP,Financials,Asset Management & Custody Banks,2024-02-22,2024,0000820027-24-000015,amp-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000820027\000082002724000015\amp-20231231.htm
0000820027,AMP,Financials,Asset Management & Custody Banks,2023-02-23,2023,0000820027-23-000014,amp-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000820027\000082002723000014\amp-20221231.htm
0000820027,AMP,Financials,Asset Management & Custody Banks,2022-02-25,2022,0000820027-22-000016,amp-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000820027\000082002722000016\amp-20211231.htm
0000820027,AMP,Financials,Asset Management & Custody Banks,2021-02-24,2021,0000820027-21-000012,amp-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000820027\000082002721000012\amp-20201231.htm
0001037868,AME,Industrials,Electrical Components & Equipment,2026-02-17,2026,0001037868-26-000016,ame-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001037868\000103786826000016\ame-20251231.htm
0001037868,AME,Industrials,Electrical Components & Equipment,2025-02-20,2025,0001037868-25-000012,ame-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001037868\000103786825000012\ame-20241231.htm
0001037868,AME,Industrials,Electrical Components & Equipment,2024-02-22,2024,0001037868-24-000009,ame-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001037868\000103786824000009\ame-20231231.htm
0001037868,AME,Industrials,Electrical Components & Equipment,2023-02-21,2023,0001037868-23-000012,ame-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001037868\000103786823000012\ame-20221231.htm
0001037868,AME,Industrials,Electrical Components & Equipment,2022-02-22,2022,0001037868-22-000009,ame-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001037868\000103786822000009\ame-20211231.htm
0001037868,AME,Industrials,Electrical Components & Equipment,2021-02-18,2021,0001037868-21-000007,ame-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001037868\000103786821000007\ame-20201231.htm
